_id,date,station,daily_rainfall_total,highest_30_min_rainfall,highest_60_min_rainfall,highest_120_min_rainfall,mean_temperature,maximum_temperature,minimum_temperature,mean_wind_speed,max_wind_speed
968,2011-10-26,Admiralty,11.4,na,na,na,26.3,31.5,24.3,6.1,28.8
969,2011-10-27,Admiralty,30.6,na,na,na,25.6,31.3,24,5.4,21.6
970,2011-10-28,Admiralty,6.8,na,na,na,27.1,31.2,24.2,5.9,26.3
971,2011-10-29,Admiralty,7.2,na,na,na,27.3,30.6,23.8,8.2,33.1
972,2011-10-30,Admiralty,0,na,na,na,28.4,32.5,25,8.4,36.7
973,2011-10-31,Admiralty,78.2,na,na,na,26.2,30.6,23.4,5.9,39.2
974,2011-11-01,Admiralty,0,na,na,na,27,32.7,24.6,7.3,50.8
975,2011-11-02,Admiralty,3.8,na,na,na,26.4,29.9,24.3,6.8,44.6
976,2011-11-03,Admiralty,3.8,na,na,na,26.5,29.3,24.9,6.8,23.4
977,2011-11-04,Admiralty,0.6,na,na,na,25.8,27.6,23.6,8.5,37.1
978,2011-11-05,Admiralty,13.8,na,na,na,27.4,30.4,24.8,7,31.7
979,2011-11-06,Admiralty,0.2,na,na,na,27.1,29.6,24.2,6.3,27
980,2011-11-07,Admiralty,0,na,na,na,28,31.6,24.8,10.4,43.2
981,2011-11-08,Admiralty,2.8,na,na,na,27.2,28.8,25.6,7.9,32.4
982,2011-11-09,Admiralty,0.2,na,na,na,27.8,31.1,25.3,9,39.6
983,2011-11-10,Admiralty,2.4,na,na,na,28.2,34.4,25.2,7,27.7
984,2011-11-11,Admiralty,5.4,na,na,na,27.3,32.3,25.3,7.4,29.5
985,2011-11-12,Admiralty,12.8,na,na,na,25.5,30.8,23.1,6.7,33.8
986,2011-11-13,Admiralty,55.8,na,na,na,26.2,33.3,22.7,6.2,37.1
987,2011-11-14,Admiralty,10,na,na,na,26.2,32.8,23.8,7.2,38.2
988,2011-11-15,Admiralty,0.4,na,na,na,26.9,31.4,24.4,8.6,27
989,2011-11-16,Admiralty,1,na,na,na,26.8,31.9,24.6,6.5,28.4
990,2011-11-17,Admiralty,13,na,na,na,27.3,34.5,23.9,7,48.6
991,2011-11-18,Admiralty,1.2,na,na,na,26.1,30.1,24.2,5.4,24.8
992,2011-11-19,Admiralty,12.4,na,na,na,27.2,33.4,24.1,6,43.9
993,2011-11-20,Admiralty,11,na,na,na,26.4,31.3,23.7,7.5,31.3
994,2011-11-21,Admiralty,0,na,na,na,26.9,31,24.3,7.5,31.3
995,2011-11-22,Admiralty,0,na,na,na,27.3,30.8,24.9,8.7,33.5
996,2011-11-23,Admiralty,47,na,na,na,25.8,30.2,23.5,6.7,26.6
997,2011-11-24,Admiralty,6.2,na,na,na,26.4,31.2,24.3,8.3,32.8
998,2011-11-25,Admiralty,0,na,na,na,27.4,31.4,25.3,9.3,33.1
999,2011-11-26,Admiralty,9.4,na,na,na,26.8,30.6,25.4,7.4,33.8
1000,2011-11-27,Admiralty,6.4,na,na,na,27.1,32.4,25.5,6.5,34.9
1001,2011-11-28,Admiralty,17.2,na,na,na,26.6,32.9,24.8,5.4,34.6
1002,2011-11-29,Admiralty,38.2,na,na,na,26.4,32.8,24.2,6.2,33.8
1003,2011-11-30,Admiralty,13.6,na,na,na,26.9,31.5,25,7.8,39.2
1004,2011-12-01,Admiralty,6,na,na,na,26.5,28.8,24.8,9.4,34.9
1005,2011-12-02,Admiralty,6.2,na,na,na,25.4,26.6,23.7,6.4,25.6
1006,2011-12-03,Admiralty,43.4,na,na,na,25.9,33.1,22.6,8,39.6
1007,2011-12-04,Admiralty,20.8,na,na,na,26.2,32.2,24,5.9,32.4
1008,2011-12-05,Admiralty,0,na,na,na,25.9,29.1,23.5,8.3,23.8
1009,2011-12-06,Admiralty,4.6,na,na,na,27.7,33.6,24.4,6.9,23.8
1010,2011-12-07,Admiralty,4.6,na,na,na,26.8,32.9,24.7,7.3,25.6
1011,2011-12-08,Admiralty,21,na,na,na,26.7,32.3,23.8,8,38.5
1012,2011-12-09,Admiralty,3.6,na,na,na,26.6,32.1,24.4,7.5,30.2
1013,2011-12-10,Admiralty,0.2,na,na,na,27.2,30.4,24.9,10.8,36.4
1014,2011-12-11,Admiralty,3,na,na,na,25,26.6,22.9,7.2,27.7
1015,2011-12-12,Admiralty,10.6,na,na,na,25.5,29.5,23.4,7.4,24.1
1016,2011-12-13,Admiralty,0.2,na,na,na,26.7,30.6,24.6,11.7,40.3
1017,2011-12-14,Admiralty,3.4,na,na,na,27.1,31.2,24.9,7.5,41
1018,2011-12-15,Admiralty,0.2,na,na,na,27.3,30.5,25.3,7.1,36.4
1019,2011-12-16,Admiralty,18,na,na,na,26.8,30.9,24.9,7.9,36
1020,2011-12-17,Admiralty,25.4,na,na,na,25.7,28.4,24.3,9.3,52.2
1021,2011-12-18,Admiralty,45.8,na,na,na,25.3,28.3,24.1,8,47.9
1022,2011-12-19,Admiralty,54.8,na,na,na,24.6,26.1,23.9,9.2,29.5
1023,2011-12-20,Admiralty,5.2,na,na,na,25.7,27.7,24.1,8.6,34.2
1024,2011-12-21,Admiralty,0.2,na,na,na,26.6,29.1,24.4,8.2,29.2
1025,2011-12-22,Admiralty,1.4,na,na,na,25.2,26.5,24.4,6.9,27.4
1026,2011-12-23,Admiralty,47.2,na,na,na,25.3,28,24.2,7.3,35.6
1027,2011-12-24,Admiralty,12,na,na,na,25.6,27.4,24.8,8.4,42.1
1028,2011-12-25,Admiralty,3,na,na,na,25.6,27.7,24,13.1,45.4
1029,2011-12-26,Admiralty,0,na,na,na,26.4,28.7,25.1,14.6,41.8
1030,2011-12-27,Admiralty,4.8,na,na,na,26.5,30.5,25,11.8,40.3
1031,2011-12-28,Admiralty,2.8,na,na,na,25.5,27,24.5,9.1,35.3
1032,2011-12-29,Admiralty,0,na,na,na,25.5,27.8,24.2,9.2,32.4
1033,2011-12-30,Admiralty,0,na,na,na,26.6,30.4,24.2,10.4,31.7
1034,2011-12-31,Admiralty,0,na,na,na,27.8,33.7,24.5,9.1,26.3
1035,2012-02-01,Admiralty,0,na,na,na,26.8,29.8,24.8,12.9,40.7
1036,2012-02-02,Admiralty,17.2,na,na,na,25.3,29.7,23.5,9.4,35.3
1037,2012-02-03,Admiralty,0.4,na,na,na,24.9,27.2,24.2,7.4,26.3
1038,2012-02-04,Admiralty,0.2,na,na,na,25.9,28.4,23.7,12.5,40
1039,2012-02-05,Admiralty,0.8,na,na,na,26.9,30.6,24.5,10.1,31.7
1040,2012-02-06,Admiralty,0.4,na,na,na,26.9,31.6,24.6,9.5,36
1041,2012-02-07,Admiralty,0,na,na,na,27.1,32,24.1,9.1,36.4
1042,2012-02-08,Admiralty,0,na,na,na,27.3,32.4,23.8,10.2,30.6
1043,2012-02-09,Admiralty,0,na,na,na,26.7,31.5,23.6,11.3,32
1044,2012-02-10,Admiralty,0,na,na,na,27.1,31.5,24.1,13.3,39.2
1045,2012-02-11,Admiralty,0,na,na,na,27.4,32.2,24.7,12.8,43.6
1046,2012-02-12,Admiralty,1.4,na,na,na,27.2,31.2,25.1,12.3,34.6
1047,2012-02-13,Admiralty,0.4,na,na,na,26.5,29.8,24.9,11.8,36.4
1048,2012-02-14,Admiralty,0,na,na,na,27.3,31.5,24.8,9.9,30.2
1049,2012-02-15,Admiralty,0.4,na,na,na,26.8,33.4,24.4,7.5,41
1050,2012-02-16,Admiralty,4.2,na,na,na,27.2,33,24.4,8.2,40
1051,2012-02-17,Admiralty,46.8,na,na,na,26.6,33.5,22.9,6.5,36
1052,2012-02-18,Admiralty,24.2,na,na,na,25.1,28.2,23,7.5,45.7
1053,2012-02-19,Admiralty,0.2,na,na,na,25.9,31.4,22.2,7.4,36.4
1054,2012-02-20,Admiralty,16.4,na,na,na,26.2,30.8,24.5,9.6,29.9
1055,2012-02-21,Admiralty,0,na,na,na,26.5,29.4,24.7,9.5,31
1056,2012-02-22,Admiralty,0,na,na,na,27.1,31.4,24.7,10.2,32.4
1057,2012-02-23,Admiralty,0,na,na,na,28.1,32.9,25.3,10.2,29.2
1058,2012-02-24,Admiralty,0,na,na,na,28.1,32.6,25.6,10.4,34.6
1059,2012-02-25,Admiralty,0,na,na,na,27.9,33.5,25.3,9.2,29.2
1060,2012-02-26,Admiralty,0.4,na,na,na,27.5,32.2,25.4,9.2,32.4
1061,2012-02-27,Admiralty,0,na,na,na,27.4,30.9,25.4,7.4,27
1062,2012-02-28,Admiralty,0,na,na,na,27.8,33.1,24.7,9.9,37.1
1063,2012-02-29,Admiralty,0,na,na,na,27.1,32.2,25.2,9,34.6
1064,2012-03-01,Admiralty,9.2,na,na,na,26.4,32.6,24.3,6.3,54
1065,2012-03-02,Admiralty,8.6,na,na,na,25.2,28.2,23.8,6.3,32.8
1066,2012-03-03,Admiralty,0.2,na,na,na,26.9,30.9,24.2,6.3,27.4
1067,2012-03-04,Admiralty,0.4,na,na,na,28.1,33.4,25.5,6.5,22.7
1068,2012-03-05,Admiralty,11.6,na,na,na,25.5,28.3,21.6,6.9,55.1
1069,2012-03-06,Admiralty,0.8,na,na,na,27.8,32.3,24.7,7,27.7
1070,2012-03-07,Admiralty,11.8,na,na,na,27.3,31.6,25.4,5.6,40.7
1071,2012-03-08,Admiralty,37.6,na,na,na,26.8,30.6,24,9.8,35.3
1072,2012-03-09,Admiralty,0,na,na,na,26.5,29.4,23.3,6.9,50.8
1073,2012-03-10,Admiralty,4.2,na,na,na,27.4,31.7,24.9,7.6,25.2
1074,2012-03-11,Admiralty,10.6,na,na,na,26.4,30.7,24.3,8.9,46.8
1075,2012-03-12,Admiralty,0,na,na,na,25.3,27,24.4,12.4,40.3
1076,2012-03-13,Admiralty,26,na,na,na,26.1,30.5,24.1,8.5,41
1077,2012-03-14,Admiralty,11.8,na,na,na,24.4,26,23.1,6.6,27
1078,2012-03-15,Admiralty,0,na,na,na,26.4,30.1,24.1,8.9,34.9
1079,2012-03-16,Admiralty,0,na,na,na,28,32.5,24.9,9,31.3
1080,2012-03-17,Admiralty,2.4,na,na,na,27.7,32.4,24.7,7,24.1
1081,2012-03-18,Admiralty,14.2,na,na,na,26.8,32,23.5,6.8,42.1
1082,2012-03-19,Admiralty,0.8,na,na,na,27.5,30.9,25.1,6.3,15.5
1083,2012-03-20,Admiralty,0,na,na,na,27.8,30.8,25.4,6.8,19.8
1084,2012-03-21,Admiralty,66.8,na,na,na,27.4,33.1,21.9,8,86.8
1085,2012-03-22,Admiralty,0,na,na,na,27.5,32.9,25.1,7,35.3
1086,2012-03-23,Admiralty,0,na,na,na,27.6,34.3,24.9,7.3,31
1087,2012-03-24,Admiralty,0,na,na,na,27.7,33.3,24.6,7.2,29.2
1088,2012-03-25,Admiralty,18,na,na,na,26.8,32.8,23,8.7,51.8
1089,2012-03-26,Admiralty,2.4,na,na,na,27,30.7,24.9,7.9,40
1090,2012-03-27,Admiralty,6.6,na,na,na,27.3,32.4,24.3,6.4,31.7
1091,2012-03-28,Admiralty,0,na,na,na,27,30.6,25.5,5.3,32
1092,2012-03-29,Admiralty,0,na,na,na,27.3,33.7,25.2,7,32
1093,2012-03-30,Admiralty,25.2,na,na,na,26.8,30.3,24.9,7,29.5
1094,2012-03-31,Admiralty,5.2,na,na,na,25.7,28.7,23.1,11.7,39.6
1095,2012-04-01,Admiralty,13.4,na,na,na,28.4,33.2,24.8,7.5,31.3
1096,2012-04-02,Admiralty,2.8,na,na,na,27.1,30.2,22.8,8,45.7
1097,2012-04-03,Admiralty,7,na,na,na,27.8,31.3,25.7,5.3,28.4
1098,2012-04-04,Admiralty,3,na,na,na,27.2,32.9,23.2,8.8,41.8
1099,2012-04-05,Admiralty,5.8,na,na,na,27.5,33.3,24.9,6.5,25.6
1100,2012-04-06,Admiralty,33.2,na,na,na,26.2,30.2,23.2,5.3,40
1101,2012-04-07,Admiralty,40,na,na,na,26.4,33,24.1,5.2,43.6
1102,2012-04-08,Admiralty,17.4,na,na,na,26.7,31.6,24.8,6.3,31.3
1103,2012-04-09,Admiralty,21.2,na,na,na,26.1,30.3,24.2,6.5,35.3
1104,2012-04-10,Admiralty,93,na,na,na,26.1,34.4,22.4,6.9,72.4
1105,2012-04-11,Admiralty,0.2,na,na,na,26.7,30.9,24.1,6,26.3
1106,2012-04-12,Admiralty,12.8,na,na,na,27.4,30.5,23.3,4.8,45
1107,2012-04-13,Admiralty,0,na,na,na,29.1,33.9,25.2,5.8,21.2
1108,2012-04-14,Admiralty,32.4,na,na,na,26.9,32.4,23.6,6.4,43.9
1109,2012-04-15,Admiralty,0,na,na,na,27.7,32.4,23.9,6.1,22
1110,2012-04-16,Admiralty,2.6,na,na,na,27.2,34.2,25.4,5.5,29.9
1111,2012-04-17,Admiralty,0,na,na,na,27.4,31.9,24.8,5.9,25.9
1112,2012-04-18,Admiralty,30.8,na,na,na,28.3,33.5,23.7,5.4,31.3
1113,2012-04-19,Admiralty,0.6,na,na,na,26.3,31.5,24.5,5.9,23
1114,2012-04-20,Admiralty,7,na,na,na,28.6,32.4,25.1,6.7,25.6
1115,2012-04-21,Admiralty,10.4,na,na,na,26.7,29.4,24.4,10.8,40.3
1116,2012-04-22,Admiralty,0.6,na,na,na,28.2,33.4,24.5,6.8,38.5
1117,2012-04-23,Admiralty,0.4,na,na,na,27.9,33.9,24.9,5.4,25.2
1118,2012-04-24,Admiralty,0,na,na,na,26.9,31,25.3,7,25.2
1119,2012-04-25,Admiralty,0,na,na,na,28.4,32.6,26,6.4,28.1
1120,2012-04-26,Admiralty,3.4,na,na,na,28.9,31.9,26.6,10.1,38.5
1121,2012-04-27,Admiralty,0,na,na,na,29.3,33.5,24.7,7,39.6
1122,2012-04-28,Admiralty,0,na,na,na,29.2,32.9,26.8,5.8,27.4
1123,2012-04-29,Admiralty,0,na,na,na,28.6,33.2,26.6,5.4,28.1
1124,2012-04-30,Admiralty,1.4,na,na,na,28.2,33.4,25.1,6.6,37.4
1125,2012-05-01,Admiralty,20.6,na,na,na,27.6,33.4,25,5.6,29.5
1126,2012-05-02,Admiralty,6.4,na,na,na,26.7,29.8,24.5,6.7,32
1127,2012-05-03,Admiralty,0,na,na,na,28.4,31.8,25.7,8.7,25.2
1128,2012-05-04,Admiralty,131.4,na,na,na,29,31.9,26.7,6.3,27
1129,2012-05-05,Admiralty,0.4,na,na,na,26.7,30.4,21.9,8,75.2
1130,2012-05-06,Admiralty,36,na,na,na,26.4,32.9,22.8,5.5,64.8
1131,2012-05-07,Admiralty,0.2,na,na,na,25.6,27.7,22.6,6.8,63
1132,2012-05-08,Admiralty,30.8,na,na,na,29.1,33.1,25.2,6.6,28.8
1133,2012-05-09,Admiralty,4.6,na,na,na,27.2,34.6,22.9,6.2,55.1
1134,2012-05-10,Admiralty,10.2,na,na,na,27.4,34,24.4,6.2,38.9
1135,2012-05-11,Admiralty,0.8,na,na,na,27.9,32.1,25.1,4.8,32.4
1136,2012-05-12,Admiralty,4.8,na,na,na,29,32.3,26.2,8.4,31
1137,2012-05-13,Admiralty,0.2,na,na,na,27.2,29.8,23.3,10.3,62.6
1138,2012-05-14,Admiralty,0,na,na,na,29.3,32.6,26.9,9.2,32.8
1139,2012-05-15,Admiralty,2.2,na,na,na,29.2,32.9,26.6,5.3,34.6
1140,2012-05-16,Admiralty,11,na,na,na,28.1,31.8,24.1,7.9,58.7
1141,2012-05-17,Admiralty,0,na,na,na,26.8,29.6,23.5,6.1,49
1142,2012-05-18,Admiralty,0,na,na,na,29.1,33.8,26.1,4.8,21.6
1143,2012-05-19,Admiralty,0,na,na,na,29.7,34.7,26.6,5.6,28.1
1144,2012-05-20,Admiralty,6.2,na,na,na,28.4,32.4,25.3,6.2,38.9
1145,2012-05-21,Admiralty,2,na,na,na,28.3,33.1,25.2,4.7,22
1146,2012-05-22,Admiralty,11.2,na,na,na,28.6,33,24.5,6,38.5
1147,2012-05-23,Admiralty,0,na,na,na,27.6,31.2,24.5,8.4,38.9
1148,2012-05-24,Admiralty,2.6,na,na,na,28.8,32.6,26.6,6,25.9
1149,2012-05-25,Admiralty,0,na,na,na,28.4,31,25.4,6.5,24.1
1150,2012-05-26,Admiralty,56.2,na,na,na,27.6,31.5,23.8,8,37.8
1151,2012-05-27,Admiralty,0,na,na,na,26.9,30.6,23,7,60.8
1152,2012-05-28,Admiralty,0,na,na,na,28.9,32.9,25.2,5.6,23
1153,2012-05-29,Admiralty,2,na,na,na,28.2,31.3,26.3,7.7,32
1154,2012-05-30,Admiralty,0.8,na,na,na,27.9,33,25.7,5.7,31
1155,2012-05-31,Admiralty,0.8,na,na,na,28,33.5,24.7,5.7,32.4
1156,2012-06-01,Admiralty,0,na,na,na,27.7,30.7,25,6.8,26.6
1157,2012-06-02,Admiralty,0,na,na,na,28.5,31.3,26.5,4.9,24.1
1158,2012-06-03,Admiralty,0.6,na,na,na,28,31.7,25.3,5.4,29.5
1159,2012-06-04,Admiralty,1.4,na,na,na,28.7,32.6,26.8,4.6,22.7
1160,2012-06-05,Admiralty,0.8,na,na,na,29,32.2,26.1,5.9,19.4
1161,2012-06-06,Admiralty,0,na,na,na,28.5,31.3,25.9,11.7,41.8
1162,2012-06-07,Admiralty,0,na,na,na,30,33.7,27.6,7.5,27
1163,2012-06-08,Admiralty,68,na,na,na,28.4,31.3,25.1,4,24.5
1164,2012-06-09,Admiralty,0.4,na,na,na,26.3,29.1,23.3,7.2,48.2
1165,2012-06-10,Admiralty,0,na,na,na,29.1,33.3,26.1,6.5,29.2
1166,2012-06-11,Admiralty,0,na,na,na,28.8,30.2,27.6,5.6,26.3
1167,2012-06-12,Admiralty,0,na,na,na,29.2,33,27.6,7.5,27.4
1168,2012-06-13,Admiralty,0,na,na,na,29.6,33.6,26.9,6.1,24.1
1169,2012-06-14,Admiralty,0,na,na,na,30,33.6,27.4,7,29.2
1170,2012-06-15,Admiralty,0,na,na,na,29.9,33.2,27.2,6.3,23.4
1171,2012-06-16,Admiralty,0,na,na,na,29.6,33,27.1,7.5,26.3
1172,2012-06-17,Admiralty,0,na,na,na,29.6,32.8,27.3,8.7,28.1
1173,2012-06-18,Admiralty,0,na,na,na,29.8,33.1,27.1,6.9,29.2
1174,2012-06-19,Admiralty,19.4,na,na,na,28.5,33.5,24.9,6.1,40
1175,2012-06-20,Admiralty,0,na,na,na,28.9,32.9,26.3,5.6,24.8
1176,2012-06-21,Admiralty,1.4,na,na,na,27.7,31.5,24,6.2,28.4
1177,2012-06-22,Admiralty,0,na,na,na,28.6,32.8,24.9,8.6,28.1
1178,2012-06-23,Admiralty,0,na,na,na,29.9,34,27.4,6.4,24.1
1179,2012-06-24,Admiralty,0,na,na,na,29.4,33.6,26.3,6.9,45.4
1180,2012-06-25,Admiralty,0,na,na,na,29.2,33.2,26.2,6.6,27.4
1181,2012-06-26,Admiralty,0,na,na,na,27.8,32.3,25.4,5.1,24.5
1182,2012-06-27,Admiralty,9,na,na,na,27.2,30.5,23.8,5.4,44.6
1183,2012-06-28,Admiralty,0,na,na,na,28,31.9,24.6,6,34.2
1184,2012-06-29,Admiralty,0,na,na,na,28.8,32.7,26,5.9,24.8
1185,2012-06-30,Admiralty,4.4,na,na,na,27.5,31.4,24.3,5.7,48.2
1186,2012-07-01,Admiralty,0,na,na,na,28.3,32.4,25.8,6.8,42.5
1187,2012-07-02,Admiralty,42,na,na,na,27.4,31.4,22.8,5.9,41.4
1188,2012-07-03,Admiralty,31.6,na,na,na,26.2,30.4,23.9,6,43.9
1189,2012-07-04,Admiralty,50.4,na,na,na,26.3,29.4,23.5,5.6,45.4
1190,2012-07-05,Admiralty,51.2,na,na,na,25.9,28.9,23.4,5.3,32
1191,2012-07-06,Admiralty,0,na,na,na,27.9,31.9,24.9,5.8,24.8
1192,2012-07-07,Admiralty,7.4,na,na,na,27,31.7,24.4,5.5,39.6
1193,2012-07-08,Admiralty,0,na,na,na,27.3,32.1,23.2,9.5,56.2
1194,2012-07-09,Admiralty,0,na,na,na,28.4,31.5,26.8,5.9,24.8
1195,2012-07-10,Admiralty,0.6,na,na,na,27.2,30.8,25.9,6.1,32
1196,2012-07-11,Admiralty,0,na,na,na,27,29.5,25.7,5.2,27
1197,2012-07-12,Admiralty,0.4,na,na,na,28,31.1,25.8,6.9,27.4
1198,2012-07-13,Admiralty,0.2,na,na,na,28.5,31.8,26.1,6.6,27
1199,2012-07-14,Admiralty,9,na,na,na,26.1,27.9,24.3,5.4,29.2
1200,2012-07-15,Admiralty,0.2,na,na,na,27.1,32.4,25.2,5.3,30.2
1201,2012-07-16,Admiralty,50.2,na,na,na,25.8,28.3,23.1,4.8,28.1
1202,2012-07-17,Admiralty,6.8,na,na,na,25.9,30.6,24.4,5.8,33.1
1203,2012-07-18,Admiralty,0,na,na,na,27.3,30.6,24.9,5.3,22.7
1204,2012-07-19,Admiralty,36.2,na,na,na,26,30.9,23.4,4.8,29.9
1205,2012-07-20,Admiralty,0.4,na,na,na,27.3,31.9,24,5.8,28.1
1206,2012-07-21,Admiralty,0,na,na,na,28.9,33,26.3,5.6,28.1
1207,2012-07-22,Admiralty,0,na,na,na,29,33.3,25.3,6.9,30.2
1208,2012-07-23,Admiralty,0,na,na,na,28.9,32.2,26.6,7.5,32.4
1209,2012-07-24,Admiralty,0,na,na,na,29,32.1,26.6,6.7,28.4
1210,2012-07-25,Admiralty,0,na,na,na,29,32.9,26.4,6.9,29.2
1211,2012-07-26,Admiralty,0,na,na,na,29.4,33,27.2,8.6,31.3
1212,2012-07-27,Admiralty,0,na,na,na,29.2,32.9,26.9,8.1,30.6
1213,2012-07-28,Admiralty,3.4,na,na,na,28.2,32.9,24,7.4,39.6
1214,2012-07-29,Admiralty,0,na,na,na,28.5,32,25.5,6.3,25.2
1215,2012-07-30,Admiralty,0,na,na,na,28.9,32.2,26.7,7.1,32.4
1216,2012-07-31,Admiralty,0,na,na,na,28.8,32.2,26.7,6.9,27
1217,2012-08-01,Admiralty,0.8,na,na,na,27.8,30,24.9,6.4,36
1218,2012-08-02,Admiralty,0,na,na,na,28.7,32.2,26.3,6.1,21.2
1219,2012-08-03,Admiralty,40,na,na,na,27.4,31,24.5,9.3,44.6
1220,2012-08-04,Admiralty,10,na,na,na,26.9,32,24.5,6.3,43.6
1221,2012-08-05,Admiralty,0,na,na,na,28.1,32.1,25.3,5.4,25.2
1222,2012-08-06,Admiralty,2.6,na,na,na,27.6,31,25.1,6.4,31.3
1223,2012-08-07,Admiralty,0,na,na,na,28.2,32.3,24.2,6.8,29.2
1224,2012-08-08,Admiralty,0,na,na,na,28.7,31.9,25.3,7.1,30.2
1225,2012-08-09,Admiralty,0,na,na,na,28.7,32,26,8.4,32
1226,2012-08-10,Admiralty,0,na,na,na,29,32.9,26.6,8.1,28.4
1227,2012-08-11,Admiralty,0,na,na,na,29.2,33,25.5,7.3,26.3
1228,2012-08-12,Admiralty,0,na,na,na,28.2,32.8,25.3,8.3,33.1
1229,2012-08-13,Admiralty,1.4,na,na,na,27.7,31.3,24.3,6.1,38.5
1230,2012-08-14,Admiralty,0,na,na,na,29.3,33.5,25.5,6.5,24.5
1231,2012-08-15,Admiralty,0,na,na,na,29,32.6,26.9,9.8,39.2
1232,2012-08-16,Admiralty,0,na,na,na,28.1,31,25.8,7.7,35.3
1233,2012-08-17,Admiralty,17.6,na,na,na,26.6,29.6,23,5.7,34.2
1234,2012-08-18,Admiralty,0,na,na,na,27.5,32.5,24.6,6.6,33.1
1235,2012-08-19,Admiralty,5.8,na,na,na,27.2,31.9,24,6.8,29.9
1236,2012-08-20,Admiralty,30.4,na,na,na,28,32.9,22.1,7.2,60.1
1237,2012-08-21,Admiralty,2.4,na,na,na,26.9,33.3,25,7.1,53.6
1238,2012-08-22,Admiralty,0.4,na,na,na,27.4,31.6,24.4,5.1,28.8
1239,2012-08-23,Admiralty,1.4,na,na,na,26.7,29.5,23.8,9,49.3
1240,2012-08-24,Admiralty,0,na,na,na,28.5,32.2,25.6,7.1,31
1241,2012-08-25,Admiralty,8.2,na,na,na,27.6,30.5,25.4,7.3,45.4
1242,2012-08-26,Admiralty,2.6,na,na,na,27.2,30.7,25.5,5.4,32.8
1243,2012-08-27,Admiralty,35.4,na,na,na,25.3,29,23.6,5.6,30.6
1244,2012-08-28,Admiralty,0.2,na,na,na,25.8,28.4,24.4,7,31.3
1245,2012-08-29,Admiralty,0,na,na,na,27.4,30,24.9,5.2,22.7
1246,2012-08-30,Admiralty,6.8,na,na,na,25.8,28.7,23.9,6.4,33.5
1247,2012-08-31,Admiralty,2,na,na,na,26,28.6,23.9,5.2,33.1
1248,2012-10-01,Admiralty,0,na,na,na,28.4,33.5,24.4,7.3,28.1
1249,2012-10-02,Admiralty,0,na,na,na,28.4,32.2,25.8,7,25.9
1250,2012-10-03,Admiralty,0,na,na,na,29.1,32.7,26.1,6.8,31.7
1251,2012-10-04,Admiralty,0,na,na,na,28.6,32.1,26.1,7.8,33.5
1252,2012-10-05,Admiralty,0,na,na,na,27.9,30.3,26.7,8,30.2
1253,2012-10-06,Admiralty,2.4,na,na,na,27.9,31.5,25.1,8.6,29.9
1254,2012-10-07,Admiralty,0,na,na,na,27.4,29.9,25.2,6.8,28.4
1255,2012-10-08,Admiralty,0,na,na,na,28.5,32.8,25.3,6,21.6
1256,2012-10-09,Admiralty,2.2,na,na,na,27.2,32.5,25.3,5.5,29.5
1257,2012-10-10,Admiralty,1.2,na,na,na,27.6,33.5,24.7,6.1,27
1258,2012-10-11,Admiralty,0.6,na,na,na,27.4,33.2,25.6,5.4,31.3
1259,2012-10-12,Admiralty,29.8,na,na,na,27.3,33.1,24.2,6.5,27
1260,2012-10-13,Admiralty,22.2,na,na,na,26,31.3,24.2,5.9,32
1261,2012-10-14,Admiralty,8,na,na,na,26.7,33.6,24.6,5.8,36.7
1262,2012-10-15,Admiralty,0,na,na,na,27.1,31.9,24.8,6.7,26.6
1263,2012-10-16,Admiralty,0,na,na,na,27.5,32.1,24.8,6.1,32
1264,2012-10-17,Admiralty,15.2,na,na,na,26.4,32.7,23.5,4.9,37.1
1265,2012-10-18,Admiralty,46.6,na,na,na,26.1,31.3,23.5,4.4,28.1
1266,2012-10-19,Admiralty,0.8,na,na,na,25.9,30.5,24.2,6.2,27
1267,2012-10-20,Admiralty,15.8,na,na,na,26.4,32.3,24.3,6.2,29.5
1268,2012-10-21,Admiralty,8.2,na,na,na,26.2,30.1,24.6,4.2,23
1269,2012-10-22,Admiralty,0,na,na,na,27.2,32.7,24.5,6.7,35.3
1270,2012-10-23,Admiralty,0,na,na,na,28.3,33.1,24.6,6.8,25.6
1271,2012-10-24,Admiralty,0,na,na,na,29.1,33.9,25.6,6.9,27.4
1272,2012-10-25,Admiralty,0,na,na,na,28.7,33.3,26.2,9.7,36.7
1273,2012-10-26,Admiralty,0,na,na,na,28.7,32.7,26.1,9.7,32.8
1274,2012-10-27,Admiralty,0,na,na,na,28.8,33.9,26,7,24.1
1275,2012-10-28,Admiralty,0,na,na,na,28.7,33.1,26,10.8,35.3
1276,2012-10-29,Admiralty,0,na,na,na,28.5,32.6,26,8.8,34.9
1277,2012-10-30,Admiralty,1.2,na,na,na,27.6,31.2,25.6,7.4,29.5
1278,2012-10-31,Admiralty,4,na,na,na,26.5,30.8,24.6,7.2,31.7
1279,2012-11-01,Admiralty,9,na,na,na,26,31.7,24.3,5.9,29.5
1280,2012-11-02,Admiralty,0,na,na,na,27.4,33.4,24.4,5.9,30.2
1281,2012-11-03,Admiralty,29.6,na,na,na,25.6,29.1,23.4,7.9,30.6
1282,2012-11-04,Admiralty,8.2,na,na,na,25.8,31.1,23.7,8.1,30.6
1283,2012-11-05,Admiralty,0,na,na,na,26.2,29.1,23.1,7.8,35.3
